objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Squillo: Marchettari Sprovveduti","180311","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","41608327","5.50348","5.72553","1.5","25367","123","thing","Squillo: Marchettari Sprovveduti","2","6","30","30","30","2014","2,3,4","4","18+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Raven Distribution","Italian","2014","Italian edition"
"Star Trek: Captain's Chair","422541","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133410234","6.92573","8.67771","4.0657","601","6029","thing","Star Trek: Captain's Chair","1","2","120","120","60","2025","1,2","1,2","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","WizKids (I)","English","2025","English edition"
"Star Trek: Catan","117985","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","15622196","6.35145","6.98242","2.3529","1725","10439","thing","Star Trek: Catan","3","4","75","75","75","2012","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","40","EUR","","","2013-04-07","","1","","","","Mayfair Games","English","2012","English edition"
"Star Wars: Armada","163745","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","32778001","7.02038","7.80537","3.1574","490","11431","thing","Star Wars: Armada","2","2","120","120","120","2015","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","63","EUR","","","2016-01-28","L'antro del Nerd","1","","","2016-01-28","Giochi Uniti","Italian","2015","Italian edition"
"Star Wars: Assalto Imperiale","164153","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","40467918","7.64583","7.95233","3.301","88","45649","thing","Star Wars: Imperial Assault","2","5","120","120","60","2015","2,3,4,5","2,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Asterion Press; Fantasy Flight Games","Italian","2015","Italian edition"
"Star Wars: Assalto Imperiale – Il cuore dell'Impero","226839","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50865346","6.14138","8.51262","3.1667","0","7143","thing","Star Wars: Imperial Assault – Heart of the Empire","2","5","90","90","60","2017","1,2,3,4,5","2,5","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games","Italian","0","Italian edition"
"Star Wars: Assalto Imperiale – Pack di espansione: Boba Fett, Famigerato Cacciatore di Taglie","175213","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50865359","6.09955","8.19067","2.9","0","7127","thing","Star Wars: Imperial Assault – Boba Fett Villain Pack","2","5","120","120","60","2015","4,5","4,5","","","","","","","","expansion","","","","","","","","","","","","Asterion Press; Fantasy Flight Games","Italian","2015","Italian edition"
"Star Wars: Assalto Imperiale – Pack di espansione: Greedo, Mercenario Ambizioso","199911","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50865369","5.81647","8.09069","3","0","4476","thing","Star Wars: Imperial Assault – Greedo Villain Pack","2","5","120","120","60","2017","","","","","","","","","","expansion","","","","","","","","","","","","Asterion Press; Fantasy Flight Games","Italian","2017","Italian edition"
"Star Wars: Assalto Imperiale – Pack di espansione: Han Solo, Canaglia","167889","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50865372","6.17123","8.01202","2.7","0","8657","thing","Star Wars: Imperial Assault – Han Solo Ally Pack","2","5","60","60","60","2015","2,3,4,5","2,5","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Asterion Press; Fantasy Flight Games","Italian","2015","Italian edition"
"Star Wars: Assalto Imperiale – Pack di espansione: R2-D2 e C-3PO","175212","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50865364","6.04551","8.0084","3","0","7164","thing","Star Wars: Imperial Assault – R2-D2 and C-3PO Ally Pack","2","5","90","90","90","2015","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Asterion Press; Fantasy Flight Games","Italian","2015","Italian edition"
"Star Wars: Imperial Assault – Ahsoka Tano Ally Pack","226836","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262829","5.78736","8.29331","3","0","3648","thing","Star Wars: Imperial Assault – Ahsoka Tano Ally Pack","2","5","60","60","60","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Bantha Rider Villain Pack","180622","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262862","5.87644","8.1236","2.4","0","4792","thing","Star Wars: Imperial Assault – Bantha Rider Villain Pack","2","5","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Emperor Palpatine Villain Pack","226837","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262840","5.80834","8.20199","3","0","4047","thing","Star Wars: Imperial Assault – Emperor Palpatine Villain Pack","2","5","60","60","60","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Jabba the Hutt Villain Pack","205904","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262843","5.84768","8.11027","3","0","4671","thing","Star Wars: Imperial Assault – Jabba the Hutt Villain Pack","2","5","0","0","0","2017","2,3,4,5","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Jabba's Realm","205900","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262841","6.43308","8.52821","3.1667","0","9545","thing","Star Wars: Imperial Assault – Jabba's Realm","2","5","0","0","0","2017","1,2,3,4,5","2,5","10+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Lando Calrissian Ally Pack","194903","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262857","5.82604","8.11059","2.3333","0","4746","thing","Star Wars: Imperial Assault – Lando Calrissian Ally Pack","2","5","120","120","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Leia Organa Ally Pack","181689","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262869","5.92041","8.02358","2.4","0","5863","thing","Star Wars: Imperial Assault – Leia Organa Ally Pack","2","5","120","120","90","2015","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Luke Skywalker Jedi Knight Ally Pack","205905","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262848","5.86876","8.19897","3","0","5000","thing","Star Wars: Imperial Assault – Luke Skywalker Jedi Knight Ally Pack","2","5","0","0","0","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Maul Villain Pack","226838","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262850","5.78343","8.22183","3","0","3902","thing","Star Wars: Imperial Assault – Maul Villain Pack","2","5","60","60","60","2017","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Return to Hoth","181621","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262885","6.58971","8.41705","3.0588","0","11399","thing","Star Wars: Imperial Assault – Return to Hoth","2","5","120","120","90","2015","2,3,4,5","5","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – The Bespin Gambit","194897","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262855","6.23672","8.28205","3.25","0","8313","thing","Star Wars: Imperial Assault – The Bespin Gambit","2","5","120","120","60","2016","2,3,5","3,5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Thrawn Villain Pack","251231","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262830","5.73924","8.32127","3","0","2902","thing","Star Wars: Imperial Assault – Thrawn Villain Pack","2","5","120","120","60","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Twin Shadows","175211","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262890","6.52986","8.22081","3.2857","0","11740","thing","Star Wars: Imperial Assault – Twin Shadows","2","5","120","120","60","2015","2,3,5","5","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Tyrants of Lothal","251066","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262804","5.95126","8.53486","3.3333","0","5246","thing","Star Wars: Imperial Assault – Tyrants of Lothal","2","5","120","120","60","2018","1,2,3,4,5","5","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Rebellion","187645","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","46561889","8.16837","8.42319","3.7498","10","58386","thing","Star Wars: Rebellion","2","4","240","240","180","2016","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","99","EUR","","","2017-11-01","Asterion","1","","Office","2017-11-01","Asterion Press; Fantasy Flight Games","Italian","2016","Italian edition"
"Star Wars: X-Wing Gioco di Miniature","103885","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","60819383","7.35773","7.62374","2.4948","204","41672","thing","Star Wars: X-Wing Miniatures Game","2","2","45","45","30","2012","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Giochi Uniti; Stratelibri","Italian","2012","Italian edition"
"Star Wars: X-Wing Gioco di Miniature – Assi Imperiali Pack di Espansione","148259","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","60819391","6.22308","7.98631","2.48","0","5616","thing","Star Wars: X-Wing Miniatures Game – Imperial Aces Expansion Pack","2","4","30","30","30","2014","2,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Giochi Uniti","Italian","2014","Italian edition"
"Star Wars: X-Wing Gioco di Miniature – Assi Ribelli Pack di Espansione","156770","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","60819428","6.1032","8.01813","2.4706","0","4744","thing","Star Wars: X-Wing Miniatures Game – Rebel Aces Expansion Pack","2","2","30","30","30","2014","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Giochi Uniti","Italian","2014","Italian edition"
"Star Wars: X-Wing Gioco di Miniature – Millennium Falcon Pack di Espansione","129432","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","60819385","6.67277","8.10307","2.403","0","9946","thing","Star Wars: X-Wing Miniatures Game – Millennium Falcon Expansion Pack","2","2","0","0","0","2013","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Giochi Uniti","Italian","2013","Italian edition"
"Star Wars: X-Wing Gioco di Miniature – Slave 1 Pack di Espansione","129433","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","60819388","6.47167","7.93907","2.431","0","8326","thing","Star Wars: X-Wing Miniatures Game – Slave I Expansion Pack","2","2","0","0","0","2013","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Giochi Uniti","Italian","2013","Italian edition"
"Star Wars: X-Wing Miniatures Game – Resistance Bomber Expansion Pack","237391","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","60819432","5.57905","7.4346","0","0","1008","thing","Star Wars: X-Wing Miniatures Game – Resistance Bomber Expansion Pack","2","4","45","45","30","2017","","","","","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games","English","2017","English edition"
"Star Wars: X-Wing Miniatures Game – TIE Reaper Expansion Pack","246718","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","60819439","5.61021","7.71087","0","0","1057","thing","Star Wars: X-Wing Miniatures Game – TIE Reaper Expansion Pack","2","4","45","45","30","2018","","","","","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games","English","2018","English edition"
"Starship Captains","363369","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","107506386","6.39785","7.11281","2.3571","1612","6610","thing","Starship Captains","1","4","100","100","25","2023","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Cranio Creations; Czech Games Edition (CGE)","Italian","2023","Italian edition"
"Starship Captains","363369","0","0","0","1","0","0","0","0","0","0","0","3","","used for props in space RPGs","","","","133602922","6.39785","7.11281","2.3571","1612","6610","thing","Starship Captains","1","4","100","100","25","2023","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Cranio Creations; Czech Games Edition (CGE)","Italian","2023","Italian edition"
"Steam Park","121410","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","20945565","6.42299","6.81108","2.1244","1536","9734","thing","Steam Park","2","4","60","60","60","2013","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Cranio Creations","English; Italian","2013","English/Italian edition"
"Storie di Famigli","350948","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","145844125","6.15053","7.65069","2.5263","2449","4998","thing","Familiar Tales","1","4","120","120","45","2022","1,2,3,4","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Plaid Hat Games","Italian","2022","Italian edition"
"Le Strade d'Inchiostro: Edizione Blu Profondo","245654","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","66424188","6.8857","7.13822","1.4691","643","23955","thing","Railroad Ink: Deep Blue Edition","1","6","30","30","20","2018","1,2,3,4,5,6","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Ghenos Games; Horrible Guild","Italian","2018","Italian edition"
"Uno Studio in Smeraldo","178054","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","33186775","6.23279","6.85823","2.9403","2131","4700","thing","A Study in Emerald (Second Edition)","2","5","60","60","60","2015","3,4,5","4,5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Asterion Press","Italian","2015","Italian edition"
"Suburbia","123260","9","2","0","1","0","0","0","0","0","0","0","3","","","","","","17733083","7.27324","7.45194","2.7559","255","31703","thing","Suburbia","1","4","90","90","60","2012","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","uplay.it edizioni","Italian","2012","Italian first edition"
"Suburbia Inc","145196","8.5","0","0","1","0","0","0","0","0","0","0","1","","","","","","22927160","6.82106","7.91688","2.766","0","7734","thing","Suburbia Inc","1","4","90","90","90","2013","1,2,3,4","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Bézier Games","English","2013","English edition"
"Suburbia: Collector's Edition","267367","9","0","0","1","0","0","0","0","0","0","0","1","","","","","","84263014","6.95722","7.96974","2.7733","0","8435","thing","Suburbia: Collector's Edition","1","5","90","90","90","2019","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Bézier Games","English","2019","Super collector's edition"
"Sukkube","184899","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","31075881","0","4.66923","0","0","42","thing","Sukkube","1","6","50","50","25","2015","","","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Apokalypse Inc","English; Italian","2015","English/Italian edition"
"Sunrise Lane","394334","6","0","0","1","0","0","0","0","0","0","0","3","","","","","","115826718","6.07726","7.01477","1.4865","2806","2881","thing","Sunrise Lane","2","4","45","45","45","2024","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Cranio Creations; Horrible Guild","Italian","2024","Italian edition"
"Super Cluedo","1561","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","6985760","5.91642","6.67567","1.8404","3777","3968","thing","Clue Master Detective","3","10","60","60","60","1988","3,4,5,6,7,8","5","8+","Some necessary text - easily memorized or small crib sheet","","","1990","2193","","standalone","","","","","","","","","","","","Parker Brothers","English","1988","Parker Brothers edition"
"T.I.M.E Stories","146508","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","41696947","7.13204","7.33657","2.5845","367","43734","thing","T.I.M.E Stories","2","4","90","90","90","2016","2,3,4","4","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Asterion Press","Italian","2016","Italian edition"
"T.I.M.E Stories: Dietro la Maschera","189686","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","53077462","6.59521","7.2557","2.4583","0","12516","thing","T.I.M.E Stories: Under the Mask","2","4","90","0","90","2017","2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","Asterion Press; Space Cowboys","Italian","2017","Italian edition"
"T.I.M.E Stories: Estrella Drive","220836","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","63316566","6.27687","7.2087","2.2083","0","7507","thing","T.I.M.E Stories: Estrella Drive","2","4","90","90","90","2019","2,3,4","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","asmodee; Space Cowboys","Italian","2019","Italian edition"
"T.I.M.E Stories: Il Caso Marcy","180585","8.5","0","0","1","0","0","0","0","0","0","0","3","","","","","","41696971","6.94952","7.47836","2.6733","0","17048","thing","T.I.M.E Stories: The Marcy Case","2","4","90","90","60","2016","2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","Asterion Press; Space Cowboys","Italian","2016","Italian edition"
"T.I.M.E Stories: La Confraternita della Costa","220839","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","63316571","6.31975","7.62585","2.8","0","6284","thing","T.I.M.E Stories: Brotherhood of the Coast","2","4","240","240","90","2019","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","asmodee; Space Cowboys","Italian","2019","Italian edition"
"T.I.M.E Stories: La Profezia dei Draghi","189035","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","41696969","6.88339","7.51377","2.6447","0","15532","thing","T.I.M.E Stories: A Prophecy of Dragons","2","4","180","180","90","2017","2,3,4","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Asterion Press; Space Cowboys","Italian","2017","Italian edition"
"T.I.M.E Stories: Lumen Fidei","213099","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","53077523","6.43888","7.37491","2.9412","0","8811","thing","T.I.M.E Stories: Lumen Fidei","2","4","90","0","90","2018","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","asmodee; Space Cowboys","Italian","2018","Italian edition"
"Tabu","1111","8.5","0","0","1","0","0","0","0","0","0","0","3","","German Edition","","","","6985773","6.14303","6.3235","1.1991","2488","28892","thing","Taboo","4","10","20","20","20","2003","4,5,6,7,8,9,10","6,8","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Parker Brothers","German","2003","Parker German edition 2003 ""Over 13 Million Sold"""
"TAGS","248002","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","64680010","5.75386","6.41822","1.2143","5470","2177","thing","TAGS","2","4","40","40","20","2019","3,4","4","","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","asmodee","Italian","2019","Italian edition"
"Tank Attack! Board Game","86104","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","11515083","5.50125","5.43636","1","26031","70","thing","Tank Attack! Board Game","2","4","45","45","45","2010","","","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Editrice Giochi","Italian","2010","First edition"
"Le Taverne di Valfonda","269207","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","133411469","7.27871","7.57215","2.6876","251","30046","thing","The Taverns of Tiefenthal","2","4","60","60","60","2019","2,3,4","2,3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Devir","Italian","2019","Italian edition"
"Terraforming Mars","167791","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","95303837","8.17911","8.33063","3.2722","9","162333","thing","Terraforming Mars","1","5","120","120","120","2020","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","FryxGames; Stronghold Games","English","2020","English edition 2020"
"Terraforming Mars: Ares Expedition","328871","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","95303839","7.36948","7.63006","2.9275","195","40729","thing","Terraforming Mars: Ares Expedition","1","4","60","60","45","2022","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","FryxGames; Ghenos Games","Italian","2022","Italian edition"
"Terraforming Mars: Colonies","255681","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","95303842","7.47554","8.10322","2.9725","0","32450","thing","Terraforming Mars: Colonies","1","5","120","120","120","2018","1,2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","FryxGames; Stronghold Games","English","2018","English edition"
"Terraforming Mars: Hellas & Elysium","218127","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","95303847","7.84838","8.37538","2.7747","0","40958","thing","Terraforming Mars: Hellas & Elysium","1","5","120","120","90","2017","1,2,3,4,5","3","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","FryxGames; Stronghold Games","English","2017","English edition"
"Terraforming Mars: Prelude","247030","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","95303841","8.41357","8.84842","2.561","0","54030","thing","Terraforming Mars: Prelude","1","5","120","120","90","2018","1,2,3,4,5","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","FryxGames; Stronghold Games","English","2018","English edition"
"Terraforming Mars: Turmoil","273473","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","95303843","6.84052","7.47163","3.6754","0","26474","thing","Terraforming Mars: Turmoil","1","5","150","150","150","2019","1,2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","FryxGames; Stronghold Games","English","2019","English edition"
"Terraforming Mars: Venus Next","231965","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","95303845","7.09222","7.57505","2.871","0","32760","thing","Terraforming Mars: Venus Next","1","5","120","120","90","2017","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","FryxGames; Stronghold Games","English","2017","English edition"
"Thrive","250725","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","74377514","5.63587","6.53602","1.5714","8052","593","thing","Thrive","2","2","30","30","20","2020","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Adam's Apple Games, LLC","English","2020","English edition"
"Thrive: Pond Life","283032","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","74377516","0","6.37462","0","0","121","thing","Thrive: Pond Life","2","4","25","25","25","2020","","","","","","","","","","expansion","","","","","","","","","","","","Adam's Apple Games, LLC","English","2020","English edition"
"Thurn und Taxis","21790","8.5","0","0","1","0","0","0","0","0","0","0","1","","","","","","6866028","6.90705","7.09268","2.256","615","24678","thing","Thurn and Taxis","2","4","60","60","60","2006","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rio Grande Games","English","2006","English first edition"
"Ticket to Ride","9209","10","0","0","1","0","0","0","0","0","0","0","2","","","","","","6781075","7.25921","7.38407","1.8187","263","151428","thing","Ticket to Ride","2","5","60","60","30","2004","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Days of Wonder","Italian","0","Italian ""Più di 1.1 milioni di copie vendute"" edition"
"Ticket to Ride: 10th Anniversary","160069","9","1","0","1","0","0","0","0","0","0","0","3","","","","","","25045403","7.36747","8.23985","1.8841","0","11522","thing","Ticket to Ride: 10th Anniversary","2","5","60","60","30","2014","2,3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Days of Wonder","Danish; Dutch; English; Finnish; French; German; Italian; Japanese; Norwegian; Polish; Spanish; Swedish","2014","Multilingual first edition"
"Ticket to Ride: Alvin & Dexter","89848","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","32778067","5.90941","6.50356","1.5694","0","7151","thing","Ticket to Ride: Alvin & Dexter","2","5","50","50","30","2013","3,4,5","4,5","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Days of Wonder","Danish; Dutch; English; French; German; Italian; Japanese; Norwegian; Polish; Spanish; Swedish","2013","Multilingual second edition"
"Ticket to Ride: Amsterdam","309113","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","77240244","6.10139","6.90089","1.4242","2671","6864","thing","Ticket to Ride: Amsterdam","2","4","15","15","10","2020","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Days of Wonder","English","2020","English edition"
"Ticket to Ride: Europa – 15th Anniversary","329841","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","84262759","7.23917","8.1757","1.8713","0","15022","thing","Ticket to Ride: Europe – 15th Anniversary","2","5","60","60","30","2021","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Days of Wonder","Italian","2021","Italian edition"
"Ticket to Ride: Europe","14996","10","2","0","1","0","0","0","0","0","0","0","1","","","","","","6781077","7.3929","7.52259","1.9148","180","140465","thing","Ticket to Ride: Europe","2","5","60","60","30","2005","2,3,4,5","4","8+","No necessary in-game text","","","2006","2193","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride: Londra","276894","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","67315822","6.56801","7.04154","1.3475","1179","16089","thing","Ticket to Ride: London","2","4","15","15","10","2019","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Days of Wonder","Italian","2019","Italian edition"
"Ticket to Ride: New York","253284","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","55715111","6.523","6.87841","1.2701","1287","18352","thing","Ticket to Ride: New York","2","4","15","15","10","2018","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Asterion Press","Italian","2018","Italian edition"
"Ticket to Ride: The Dice Expansion","38454","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","8896897","5.5407","5.69384","1.5238","0","2766","thing","Ticket to Ride: The Dice Expansion","2","5","50","50","30","2008","2,3,4,5","4","6+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Days of Wonder; Lautapelit.fi","Danish; Dutch; English; Finnish; French; German; Norwegian; Swedish","2008","Multilingual edition"
"Ticket to Ride: USA 1910","24439","0","0","0","1","0","0","0","0","0","0","0","2","","","","","","6781085","7.52529","7.99273","1.8882","0","28816","thing","Ticket to Ride: USA 1910","2","5","60","60","30","2019","2,3,4,5","4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Days of Wonder","Danish; Dutch; English; Finnish; French; German; Italian; Norwegian; Spanish; Swedish","2019","Multilingual edition 2019"
"Time's Up! Edizione Blu","57660","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","26420501","6.22607","7.39924","1.2203","2159","2407","thing","Time's Up! Edición Azul","4","12","45","45","45","2012","4,5,6,7,8,9,10,11,12","6,8","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Asterion Press","Italian","2012","Italian first edition"
